streamID,gaps,timestamp
1,1,1621714791196649859
1,1,1621714791215719979
1,1,1621714791215888657
1,1,1621714791215972103
1,1,1621714791216049998
1,1,1621714791216124838
1,1,1621714791216206505
1,1,1621714791216695195
1,1,1621714791217134671
1,1,1621714791217277303
1,1,1621714791217412632
1,1,1621714791217543383
1,1,1621714791217659250
1,1,1621714791217915527
1,1,1621714791218009483
1,1,1621714791218098873
1,1,1621714791218179890
1,1,1621714791218740453
1,1,1621714791219357210
1,1,1621714791219509124
1,1,1621714791246049533
1,1,1621714791247016363
1,1,1621714791247546392
1,1,1621714791247831018
1,1,1621714791248615649
1,1,1621714791248720198
1,1,1621714791248844824
1,1,1621714791248998020
1,1,1621714791249086567
1,1,1621714795910871150
1,1,1621714795910990429
1,1,1621714795911076874
1,1,1621714795911720414
1,1,1621714795912622784
1,1,1621714795912740159
1,1,1621714795912824605
1,1,1621714795912905151
1,1,1621714795913487157
1,1,1621714797544803185
1,1,1621714797545607284
1,1,1621714797546483873
1,1,1621714797546600699
1,1,1621714797546699019
1,1,1621714797546803445
1,1,1621714797546894818
1,1,1621714797546976003
1,1,1621714797547057971
1,1,1621714797555384302
1,1,1621714797555537645
1,1,1621714797555627242
1,1,1621714797555717411
1,1,1621714797555813596
1,1,1621714797556306248
1,1,1621714797556829376
1,1,1621714797557001404
1,1,1621714797557120933
1,1,1621714797576110894
1,1,1621714797576818044
1,1,1621714797577118552
1,1,1621714797577619475
1,1,1621714797577731715
1,1,1621714797578253554
1,1,1621714797578468183
1,1,1621714797578559233
1,1,1621714797578644702
1,1,1621714797578733208
1,1,1621714797579201929
1,1,1621714797579315894
1,1,1621714797579417334
1,1,1621714797579549770
1,1,1621714797579725273
1,1,1621714797580266856
1,1,1621714797580401101
1,1,1621714797580569744
1,1,1621714797580694232
1,1,1621714797606134701
1,1,1621714797606957517
1,1,1621714797607078314
1,1,1621714797607172280
1,1,1621714797607258260
1,1,1621714797607345412
1,1,1621714797607843536
1,1,1621714798667666729
1,1,1621714798668487890
1,1,1621714798668779458
1,1,1621714798668884498
1,1,1621714798668971107
1,1,1621714798669304929
1,1,1621714798669451127
1,1,1621714798669531364
1,1,1621714800472907244
1,1,1621714800473859518
1,1,1621714800474104229
1,1,1621714800474193604
1,1,1621714800474294269
1,1,1621714800474400075
1,1,1621714800474494359
1,1,1621714800474589243
1,1,1621714800475026948
1,1,1621714800483393970
1,1,1621714800484380441
1,1,1621714800485152701
1,1,1621714800485283880
1,1,1621714800485451501
1,1,1621714800485990188
1,1,1621714800486144131
1,1,1621714800486377517
1,1,1621714800486492268
1,1,1621714800504538473
1,1,1621714800505098067
1,1,1621714800505273297
1,1,1621714800505415936
1,1,1621714800505529997
1,1,1621714800506024885
1,1,1621714800506118784
1,1,1621714800506202807
1,1,1621714800506678939
1,1,1621714800506893531
1,1,1621714800507016695
1,1,1621714800507262268
1,1,1621714800507364858
1,1,1621714800507445757
1,1,1621714800507525455
1,1,1621714800508004938
1,1,1621714800508160795
1,1,1621714800508266955
1,1,1621714800508399995
1,1,1621714800535108161
1,1,1621714800535884990
1,1,1621714800536004527
1,2,1621714800536533901
1,2,1621714800537052572
1,2,1621714800537161158
1,2,1621714800537254320
1,2,1621714800537366311
1,2,1621714800537468200
1,2,1621714800538324269
1,2,1621714800538529327
1,2,1621714800539074992
1,2,1621714800539357462
1,2,1621714800539483078
1,2,1621714800540180923
1,2,1621714800540319646
1,2,1621714800540421779
1,2,1621714800540687546
1,2,1621714800540776481
1,2,1621714800540883787
1,2,1621714800541566788
1,2,1621714800541685146
1,2,1621714800542115968
1,2,1621714800542311064
1,2,1621714800542404100
1,2,1621714800542510675
1,2,1621714800542579582
1,2,1621714800542659564
1,2,1621714800542738345
1,2,1621714800542814663
1,2,1621714800543260496
1,2,1621714800543381129
1,2,1621714800543493170
1,2,1621714800544002088
1,2,1621714800544098678
1,2,1621714800544226345
1,2,1621714800544301397
1,1,1621714800544805123
1,1,1621714800544990747
1,1,1621714800545103514
1,1,1621714800545231558
1,1,1621714800545404631
1,1,1621714800546098039
1,1,1621714800546215648
1,1,1621714800546313790
1,1,1621714800546407755
1,1,1621714800547018899
1,1,1621714800547188918
1,1,1621714800547308802
1,1,1621714800547487558
1,1,1621714800547587800
1,1,1621714800547668414
1,1,1621714800547749662
1,1,1621714800547837034
1,1,1621714800548269615
1,1,1621714800548422197
1,1,1621714800548531134
1,1,1621714800548635488
1,1,1621714800567259701
1,1,1621714800568017621
1,1,1621714800568651614
1,1,1621714800568895652
1,1,1621714800568994878
1,1,1621714800569077242
1,1,1621714800569535384
1,1,1621714800569708720
1,1,1621714800569839776
1,1,1621714800570004503
1,1,1621714800570107297
1,1,1621714800570197512
1,1,1621714800570969318
1,1,1621714803311303902
1,1,1621714803312102015
1,1,1621714803312740146
1,1,1621714803312905937
1,1,1621714803313002851
1,1,1621714803313780661
1,1,1621714803313941470
1,1,1621714803314034741
1,1,1621714803314113138
1,1,1621714803321814587
1,1,1621714803322021084
1,1,1621714803322110545
1,1,1621714803322775959
1,1,1621714803322876374
1,1,1621714803322978262
1,1,1621714803323054164
1,1,1621714803323160736
1,1,1621714803323246107
1,1,1621714803342749322
1,1,1621714803343493226
1,1,1621714803344448049
1,1,1621714803344934478
1,1,1621714803345104940
1,1,1621714803345253138
1,1,1621714803345377724
1,1,1621714803345479289
1,1,1621714803345894543
1,1,1621714803346012544
1,1,1621714803372704774
1,1,1621714803373561892
1,1,1621714803374008089
1,1,1621714803374186608
1,1,1621714803374291853
1,1,1621714803374397664
1,1,1621714803374568260
1,2,1621714803374660734
1,2,1621714803374750071
1,2,1621714803374819333
1,2,1621714803374890818
1,2,1621714803375438345
1,2,1621714803375556358
1,2,1621714803375674650
1,2,1621714803375763470
1,2,1621714803375860202
1,2,1621714803376036588
1,2,1621714803376124299
1,2,1621714803376207982
1,2,1621714803376278878
1,1,1621714803376351747
1,1,1621714803376967690
1,1,1621714803377522937
1,1,1621714803377654013
1,1,1621714803377800985
1,1,1621714803377938827
1,1,1621714803378037820
1,1,1621714803378154231
1,1,1621714803378259112
1,1,1621714803378395002
1,1,1621714803405490765
1,1,1621714803406749351
1,1,1621714803407843166
1,1,1621714803408266218
1,1,1621714803409035058
1,1,1621714803409194557
1,1,1621714803409344129
1,1,1621714803409534593
1,1,1621714803409634069
1,1,1621714803409719531
1,1,1621714803409855238
1,1,1621714803410018274
1,1,1621714803424150645
1,1,1621714803424280110
1,1,1621714803424377278
1,1,1621714803425109670
1,1,1621714803425238055
1,1,1621714803425340292
1,1,1621714803425737593
1,1,1621714803425931374
1,1,1621714803426027714
1,1,1621714803426099033
1,1,1621714803426174105
1,1,1621714803427073520
1,1,1621714803427280193
1,1,1621714803427820396
1,1,1621714803427919053
1,1,1621714803428020148
1,1,1621714803428109184
1,1,1621714803428431840
1,1,1621714803428562452
1,1,1621714803428680335
1,1,1621714803428826648
1,1,1621714803429057191
1,1,1621714803429148435
1,1,1621714803429227734
1,1,1621714803429301455
1,1,1621714803429834283
1,1,1621714803429984348
1,1,1621714803430083904
1,1,1621714803430181383
1,1,1621714803430290201
1,1,1621714803430398631
1,1,1621714803430503149
1,1,1621714803430612460
1,1,1621714803430703822
1,1,1621714803430801395
1,1,1621714803430923503
1,1,1621714803431017562
1,1,1621714803431110914
1,1,1621714803431247283
1,1,1621714803436923673
1,1,1621714803437905598
1,1,1621714803438643117
1,1,1621714803439505262
1,1,1621714803440136493
1,1,1621714803440352200
1,1,1621714803440488044
1,1,1621714803440610483
1,1,1621714803441142224
1,1,1621714803441344660
1,1,1621714803441459929
1,1,1621714803441545748
1,1,1621714803441627096
1,1,1621714803474957424
1,1,1621714803475665257
1,1,1621714804391764605
1,1,1621714804392982076
1,1,1621714804393176090
1,1,1621714804393255432
1,1,1621714804393335722
1,1,1621714804393410173
1,1,1621714804394392923
1,1,1621714804394518560
1,1,1621714804394632854
1,1,1621714804402420207
1,1,1621714804402954638
1,1,1621714804403181985
1,1,1621714804403625051
1,1,1621714804403723977
1,1,1621714804404317182
1,1,1621714804404537256
1,1,1621714804404648468
1,1,1621714804404741250
1,1,1621714804423679323
1,1,1621714804424610354
1,1,1621714804425187696
1,1,1621714804425364747
1,1,1621714804425480807
1,1,1621714804425658355
1,1,1621714804425809894
1,1,1621714804425904883
1,1,1621714804425997583
1,1,1621714804426534068
1,1,1621714804453384637
1,1,1621714804453555229
1,1,1621714804453684464
1,1,1621714804454403408
1,1,1621714804454609262
1,1,1621714804454695344
1,1,1621714804455091444
1,1,1621714804455219556
1,1,1621714804455313476
1,1,1621714804455432209
1,1,1621714804455555668
1,1,1621714804455714374
1,2,1621714804455813849
1,2,1621714804455912737
1,2,1621714804456546535
1,2,1621714804456660796
1,2,1621714804456839987
1,2,1621714804457419079
1,2,1621714804457949545
1,2,1621714804458124297
1,2,1621714804458208115
1,2,1621714804458293115
1,1,1621714804458914984
1,1,1621714804459102212
1,1,1621714804459210000
1,1,1621714804459319784
1,1,1621714804459536797
1,1,1621714804459649234
1,1,1621714804459747955
1,1,1621714804459859079
1,1,1621714804486483841
1,1,1621714804717920481
1,1,1621714804718075135
1,1,1621714804718163091
1,1,1621714804719430973
1,1,1621714804719554153
1,1,1621714804719657374
1,1,1621714804719831887
1,1,1621714804719928885
1,1,1621714804720317882
1,1,1621714804728527850
1,1,1621714804728644907
1,1,1621714804728799497
1,1,1621714804728899720
1,1,1621714804730058832
1,1,1621714804730183328
1,1,1621714804730312128
1,1,1621714804730414808
1,1,1621714804730497851
1,1,1621714804730586998
1,1,1621714804730668989
1,1,1621714804731076213
1,1,1621714804748800408
1,1,1621714804749524587
1,1,1621714804749663438
1,1,1621714804750166473
1,1,1621714804750501822
1,1,1621714804750602960
1,1,1621714804750748330
1,1,1621714804750868307
1,1,1621714804751312018
1,1,1621714804751449538
1,1,1621714804779388064
1,1,1621714804779606802
1,1,1621714804779698775
1,1,1621714804780390963
1,1,1621714804780719220
1,1,1621714804781315882
1,1,1621714804781413590
1,1,1621714804781541138
1,2,1621714804781635360
1,2,1621714804781812869
1,2,1621714804781967777
1,2,1621714804782062687
1,2,1621714804782687731
1,2,1621714804783351329
1,2,1621714804783570912
1,2,1621714804783685050
1,2,1621714804783768481
1,2,1621714804783845134
1,2,1621714804784210761
1,2,1621714804784329694
1,2,1621714804784528297
1,2,1621714804784705930
1,2,1621714804785336726
1,2,1621714804785493609
1,2,1621714804785663602
1,2,1621714804785825768
1,2,1621714804785925006
1,2,1621714804786020329
1,2,1621714804786453620
1,2,1621714804786603943
1,2,1621714804786728640
1,2,1621714804786825577
1,2,1621714804786975628
1,2,1621714804787091768
1,2,1621714804787187483
1,1,1621714804787754084
1,1,1621714804812442622
1,1,1621714804812635022
1,1,1621714804813489093
1,1,1621714804814091520
1,1,1621714804814462565
1,1,1621714804815260696
1,1,1621714804816074528
1,1,1621714804816647733
1,1,1621714804816847515
1,1,1621714812466355923
1,1,1621714812467313532
1,1,1621714812467902053
1,1,1621714812468391513
1,1,1621714812468508798
1,1,1621714812468638599
1,1,1621714812468731732
1,1,1621714812468807753
1,1,1621714812468894094
1,1,1621714812476818938
1,1,1621714812477531684
1,1,1621714812478246959
1,1,1621714812478442068
1,1,1621714812478619305
1,1,1621714812478707112
1,1,1621714812478795594
1,1,1621714812478891006
1,1,1621714812479322502
1,1,1621714812497908967
1,1,1621714812498699177
1,1,1621714812498970908
1,1,1621714812499195158
1,1,1621714812499583454
1,1,1621714812500195590
1,1,1621714812500416540
1,1,1621714812500535056
1,1,1621714812500797948
1,1,1621714812500895781
1,1,1621714812527597763
1,1,1621714812528259931
1,1,1621714812528518425
1,1,1621714812529031338
1,1,1621714812529161117
1,1,1621714812529283776
1,1,1621714812529479730
1,1,1621714812529590332
1,1,1621714812529678350
1,1,1621714812529766860
1,1,1621714812530576324
1,1,1621714812530737792
1,1,1621714812530850191
1,1,1621714812530943407
1,1,1621714812531141998
1,1,1621714812531682635
1,1,1621714812531794033
1,1,1621714812531859708
1,1,1621714815289880620
1,1,1621714815290096923
1,1,1621714815290196362
1,1,1621714815290280127
1,1,1621714815291024917
1,1,1621714815291197553
1,1,1621714815291330092
1,1,1621714815291432477
1,1,1621714815291541676
1,1,1621714815300510681
1,1,1621714815301347351
1,1,1621714815301651256
1,1,1621714815302152801
1,1,1621714815302285845
1,1,1621714815302383906
1,1,1621714815302475438
1,1,1621714815302633158
1,1,1621714815302757408
1,1,1621714815320779596
1,1,1621714815321533107
1,1,1621714815321669369
1,1,1621714815321840542
1,1,1621714815321935964
1,1,1621714815322047034
1,1,1621714821560838636
1,1,1621714821561008690
1,1,1621714821561107613
1,1,1621714821561210997
1,1,1621714821561299535
1,1,1621714821562005496
1,1,1621714821562226136
1,1,1621714821562322179
1,1,1621714821562416465
1,1,1621714821571349567
1,1,1621714821571513682
1,1,1621714821571609770
1,1,1621714821571695972
1,1,1621714821571765556
1,1,1621714821572353826
1,1,1621714821572451272
1,1,1621714821572544829
1,1,1621714821572655700
1,1,1621714821591803379
1,1,1621714821592498485
1,1,1621714821593032908
1,1,1621714821593145342
1,1,1621714821593230954
1,1,1621714821593315386
1,1,1621714821593400633
1,1,1621714821593492931
1,1,1621714821593847131
1,1,1621714821593961138
1,1,1621714821622243113
1,1,1621714821623112817
1,1,1621714821623222344
1,1,1621714821623824115
1,2,1621714821624032892
1,2,1621714821625124031
1,2,1621714821625289953
1,2,1621714821625380454
1,2,1621714821626161297
1,2,1621714821626753865
1,2,1621714821626889003
1,2,1621714821626961626
1,2,1621714821627031904
1,2,1621714821627848174
1,2,1621714821628512750
1,2,1621714821628612271
1,2,1621714821628706656
1,2,1621714821628781720
1,2,1621714821628875907
1,2,1621714821629390953
1,2,1621714821629559094
1,2,1621714821629672578
1,2,1621714821630351558
1,2,1621714821630476713
1,2,1621714821630572461
1,1,1621714821630671915
1,1,1621714821630754231
1,1,1621714821631368512
1,1,1621714821631542549
1,1,1621714821631660493
1,1,1621714821654831828
1,1,1621714821654997818
1,1,1621714821656067903
1,1,1621714821658392604
1,1,1621714821659466335
1,1,1621714825400565563
1,1,1621714825400799095
1,1,1621714825400902217
1,1,1621714825401689054
1,1,1621714825401872769
1,1,1621714825402089328
1,1,1621714825402189868
1,1,1621714825402277060
1,1,1621714825402358559
1,1,1621714825411169895
1,1,1621714825411985985
1,1,1621714825412164828
1,1,1621714825412271185
1,1,1621714825412370356
1,1,1621714825412485064
1,1,1621714825412610173
1,1,1621714825412743746
1,1,1621714825413369406
1,1,1621714825431420429
1,1,1621714825432362429
1,1,1621714825433098114
1,1,1621714825433309346
1,1,1621714825433400869
1,1,1621714825433495484
1,1,1621714825433910207
1,1,1621714825434033760
1,1,1621714825434158853
1,1,1621714825434264185
1,1,1621714825462564719
1,1,1621714825463639127
1,1,1621714825464204440
1,1,1621714825464389892
1,1,1621714825464706295
1,1,1621714825465391673
1,1,1621714825465497332
1,1,1621714825465597522
1,1,1621714825465708716
1,1,1621714825465958552
1,1,1621714825466082488
1,1,1621714825466207313
1,1,1621714825466295014
1,1,1621714825466719714
1,1,1621714830473077260
1,1,1621714830473945004
1,1,1621714830474124309
1,1,1621714830474234736
1,1,1621714830474334432
1,1,1621714830474445442
1,1,1621714830474603701
1,1,1621714830474718345
1,1,1621714830474800891
1,1,1621714830483637206
1,1,1621714830484235081
1,1,1621714830484374223
1,1,1621714830484549671
1,1,1621714830485188006
1,1,1621714830485335682
1,1,1621714830485467543
1,1,1621714830485564494
1,1,1621714830485784140
1,1,1621714830504547499
1,1,1621714830505237919
1,1,1621714830505470139
1,1,1621714830505575107
1,1,1621714830506141522
1,1,1621714830506260055
1,1,1621714830506373950
1,1,1621714830506556099
1,1,1621714830506700052
1,1,1621714830506787401
1,1,1621714830534377411
1,1,1621714830535120720
1,1,1621714830535229868
1,1,1621714830535920686
1,1,1621714830536053489
1,1,1621714830536136114
1,1,1621714830536218978
1,1,1621714830536316097
1,2,1621714830536430051
1,2,1621714830536531847
1,2,1621714830536611442
1,2,1621714830536696323
1,2,1621714830536789438
1,2,1621714830536900882
1,2,1621714830536993127
1,2,1621714830537083294
1,2,1621714830537175810
1,2,1621714830537309249
1,2,1621714830537483448
1,2,1621714830537571671
1,2,1621714830538221613
1,2,1621714830538453597
1,2,1621714830538552584
1,2,1621714830538627815
1,1,1621714830539076967
1,1,1621714830539260180
1,1,1621714830539395811
1,1,1621714830539520104
1,1,1621714830539751295
1,1,1621714830539908388
1,1,1621714830567223701
1,1,1621714830568055763
1,1,1621714830568187086
1,1,1621714830568306072
1,1,1621714830569188719
1,1,1621714830569379454
1,1,1621714830570326186
1,1,1621714830570460812
1,1,1621714830570557068
1,1,1621714830570649400
1,1,1621714830571217006
1,1,1621714830571349145
1,1,1621714830585718855
1,1,1621714830586426759
1,1,1621714830586645662
1,1,1621714830586748508
1,1,1621714830586847209
1,1,1621714830587028283
1,1,1621714830587148620
1,1,1621714830587244218
1,1,1621714830587317483
1,1,1621714830588053842
1,1,1621714830588587700
1,1,1621714830588732868
1,1,1621714830588843326
1,1,1621714830588956629
1,1,1621714830589131709
1,1,1621714830589209211
1,1,1621714830589311012
1,1,1621714830589404760
1,1,1621714830589955838
1,1,1621714830590130374
1,1,1621714830590262951
1,1,1621714830590388108
1,1,1621714830590627591
1,1,1621714830591185560
1,1,1621714830591312817
1,1,1621714830591401066
1,1,1621714830591490096
1,1,1621714830591595974
1,1,1621714830591780079
1,1,1621714830591855790
1,1,1621714830591925438
1,1,1621714830592010000
1,1,1621714830592573179
1,1,1621714830592809489
1,1,1621714830592904501
1,1,1621714830593002590
1,1,1621714830593153155
1,1,1621714830593268554
1,1,1621714830593349308
1,1,1621714830598348533
1,1,1621714830598956310
1,1,1621714830599222025
1,1,1621714830599320256
1,1,1621714830600105385
1,1,1621714830600291806
1,1,1621714830601041365
1,1,1621714830601186756
1,1,1621714830601740240
1,1,1621714830601937115
1,1,1621714830602030768
1,1,1621714830602108518
1,1,1621714830602630916
1,2,1621714830629607429
1,3,1621714830630340204
1,4,1621714830630550808
1,5,1621714830630747572
1,6,1621714830631319504
1,6,1621714830631474138
1,7,1621714830631987286
1,7,1621714830632084414
1,7,1621714830632229778
1,7,1621714830632350374
1,8,1621714830633163737
1,9,1621714830633559081
1,10,1621714830633948162
1,10,1621714830634080160
1,11,1621714830634210250
1,11,1621714830636980923
1,11,1621714830637188452
1,11,1621714830637336133
1,11,1621714830637442809
1,11,1621714830637516641
1,11,1621714830638097763
1,11,1621714830638214514
1,11,1621714830638311719
1,11,1621714830638387136
1,11,1621714830638760791
1,11,1621714830638872673
1,11,1621714830639054207
1,11,1621714830640038259
1,11,1621714830640185624
1,11,1621714830640263967
1,11,1621714830640346804
1,11,1621714830641026029
1,11,1621714830641186885
1,11,1621714830641308783
1,11,1621714830641446706
1,11,1621714830641552953
1,11,1621714830641658282
1,10,1621714830641743120
1,10,1621714830641824450
1,10,1621714830641910108
1,10,1621714830642000718
1,10,1621714830642090179
1,10,1621714830642168867
1,10,1621714830642250000
1,10,1621714830642369164
1,10,1621714830642461358
1,9,1621714830642554682
1,9,1621714830642642674
1,8,1621714830642722987
1,8,1621714830643005985
1,7,1621714830643096377
1,7,1621714830643175139
1,7,1621714830643252896
1,7,1621714830643323241
1,7,1621714830643468969
1,7,1621714830643892364
1,6,1621714830644103902
1,6,1621714830644216010
1,6,1621714830644289207
1,6,1621714830644416400
1,6,1621714830644548871
1,6,1621714830644666326
1,5,1621714830644788816
1,5,1621714830644934037
1,5,1621714830645030410
1,5,1621714830645105457
1,5,1621714830645185749
1,5,1621714830645256556
1,5,1621714830645325143
1,5,1621714830646034593
1,5,1621714830646264979
1,5,1621714830646709914
1,5,1621714830646887849
1,4,1621714830646967077
1,4,1621714830647038380
1,4,1621714830647113110
1,4,1621714830647184538
1,3,1621714830647271310
1,3,1621714830647345108
1,3,1621714830647414716
1,3,1621714830647489160
1,2,1621714830647948194
1,2,1621714830648042631
1,1,1621714830648333083
1,1,1621714830648440527
1,1,1621714830648527821
1,1,1621714830648612848
1,1,1621714830649107312
1,1,1621714830649245668
1,1,1621714830649350962
1,1,1621714830649614251
1,1,1621714830649765294
1,1,1621714830649873935
1,1,1621714830650863861
1,1,1621714830651316008
1,1,1621714830651474391
1,1,1621714830651588480
1,1,1621714830660423568
1,1,1621714830661171564
1,1,1621714830661372301
1,1,1621714830661504056
1,1,1621714830661974388
1,1,1621714830662208317
1,1,1621714830663183848
1,1,1621714830663750849
1,1,1621714830664029430
1,1,1621714830664631635
1,1,1621714830664875762
1,1,1621714830665769367
1,1,1621714830665933841
1,1,1621714830666028578
1,1,1621714830666111853
1,1,1621714830666194691
1,1,1621714830687819505
1,1,1621714830687977034
1,1,1621714830688053974
1,1,1621714833299698291
1,1,1621714833300618944
1,1,1621714833300734440
1,1,1621714833300854816
1,1,1621714833301552151
1,1,1621714833301847953
1,1,1621714835340221543
1,1,1621714835340341734
1,1,1621714835340462570
1,1,1621714835341118583
1,1,1621714835341472579
1,1,1621714835341585563
1,1,1621714835341690689
1,1,1621714835341781963
1,1,1621714835341873786
1,1,1621714835350931610
1,1,1621714835351145733
1,1,1621714835351228922
1,1,1621714835351312755
1,1,1621714835351386703
1,1,1621714835351460746
1,1,1621714835351851003
1,1,1621714835352991680
1,1,1621714835353094005
1,1,1621714835371024294
1,1,1621714835371264382
1,1,1621714835372042683
1,1,1621714835372222764
1,1,1621714835372367721
1,1,1621714835372568030
1,1,1621714835372688548
1,1,1621714835372815141
1,1,1621714835373365499
1,1,1621714835373531313
1,1,1621714835401846766
1,1,1621714835402035875
1,2,1621714835402117368
1,2,1621714835402649576
1,2,1621714835402851172
1,2,1621714835402971856
1,2,1621714835403086983
1,2,1621714835403880492
1,2,1621714835404033463
1,2,1621714835404144635
1,2,1621714835404260953
1,2,1621714835404479837
1,2,1621714835404570505
1,2,1621714835404647132
1,2,1621714835405323827
1,2,1621714835405479338
1,2,1621714835405612112
1,2,1621714835405709126
1,2,1621714835405836337
1,2,1621714835405976751
1,2,1621714835406155245
1,2,1621714835406267283
1,2,1621714835406343956
1,2,1621714835407058272
1,2,1621714835407190506
1,2,1621714835407904836
1,2,1621714835408038750
1,2,1621714835408127236
1,1,1621714835408255320
1,1,1621714835408417707
1,1,1621714835432906812
1,1,1621714835433883955
1,1,1621714835433993093
1,1,1621714835434082352
1,1,1621714835435365944
1,1,1621714835436223997
