path,cwnd,free,timestamp
10.1.1.2:4242,48180,0,1621714803401582146
10.1.1.2:4242,49640,1040,1621714803401661305
10.1.1.2:4242,49640,0,1621714803401727973
10.1.1.2:4242,51100,1150,1621714803401814840
10.1.1.2:4242,51100,0,1621714803401881643
10.1.1.2:4242,52560,1260,1621714803401963181
10.1.1.2:4242,52560,0,1621714803402025649
10.1.1.2:4242,16060,0,1621714803421478714
10.1.1.2:4242,16060,0,1621714803422137324
10.1.1.2:4242,16060,0,1621714803423219282
10.1.1.2:4242,16060,0,1621714803424109716
10.1.1.2:4242,16060,0,1621714803424322896
10.1.1.2:4242,16060,0,1621714803424526870
10.1.1.2:4242,16060,0,1621714803424730942
10.1.1.2:4242,17520,1320,1621714803424825793
10.1.1.2:4242,17520,0,1621714803424900505
10.1.1.2:4242,17520,0,1621714803424993774
10.1.1.2:4242,17520,0,1621714803425079776
10.1.1.2:4242,17520,0,1621714803425156876
10.1.1.2:4242,17520,0,1621714803425308989
10.1.1.2:4242,54020,1370,1621714803449508222
10.1.1.2:4242,54020,1011,1621714803449557103
10.1.1.2:4242,64240,20681,1621714803451256602
10.1.1.2:4242,17520,2670,1621714803453733611
10.1.1.2:4242,11680,10330,1621714804376222484
10.1.1.2:4242,11680,8980,1621714804376303181
10.1.1.2:4242,11680,7630,1621714804376391765
10.1.1.2:4242,11680,6280,1621714804376466599
10.1.1.2:4242,11680,4930,1621714804376532950
10.1.1.2:4242,11680,3580,1621714804376590432
10.1.1.2:4242,11680,2230,1621714804376659276
10.1.1.2:4242,11680,880,1621714804376743814
10.1.1.2:4242,11680,0,1621714804376818107
10.1.1.2:4242,11680,10330,1621714804376885388
10.1.1.2:4242,11680,8980,1621714804376948008
10.1.1.2:4242,11680,7630,1621714804377005161
10.1.1.2:4242,11680,6280,1621714804377060656
10.1.1.2:4242,11680,4930,1621714804377124577
10.1.1.2:4242,11680,3580,1621714804377189639
10.1.1.2:4242,11680,2230,1621714804377250209
10.1.1.2:4242,11680,880,1621714804377318483
10.1.1.2:4242,11680,0,1621714804377393618
10.1.1.2:4242,13140,990,1621714804408161665
10.1.1.2:4242,13140,0,1621714804408231776
10.1.1.2:4242,13140,0,1621714804408349356
10.1.1.2:4242,13140,0,1621714804408529733
10.1.1.2:4242,13140,0,1621714804408612601
10.1.1.2:4242,13140,0,1621714804408695062
10.1.1.2:4242,13140,0,1621714804409609440
10.1.1.2:4242,13140,0,1621714804409695038
10.1.1.2:4242,13140,0,1621714804409789718
10.1.1.2:4242,13140,0,1621714804409842497
10.1.1.2:4242,13140,0,1621714804409916163
10.1.1.2:4242,13140,990,1621714804427867861
10.1.1.2:4242,13140,0,1621714804427939687
10.1.1.2:4242,14600,1100,1621714804428310045
10.1.1.2:4242,14600,0,1621714804428375965
10.1.1.2:4242,16060,1210,1621714804428478893
10.1.1.2:4242,16060,0,1621714804428548335
10.1.1.2:4242,17520,1320,1621714804428926636
10.1.1.2:4242,17520,0,1621714804429016192
10.1.1.2:4242,18980,1430,1621714804429108516
10.1.1.2:4242,18980,80,1621714804429168608
10.1.1.2:4242,18980,0,1621714804429227001
10.1.1.2:4242,20440,190,1621714804429734898
10.1.1.2:4242,20440,0,1621714804429816189
10.1.1.2:4242,21900,300,1621714804429910127
10.1.1.2:4242,21900,0,1621714804429972687
10.1.1.2:4242,23360,410,1621714804430053349
10.1.1.2:4242,23360,0,1621714804430123869
10.1.1.2:4242,24820,520,1621714804430206181
10.1.1.2:4242,24820,0,1621714804430266301
10.1.1.2:4242,14600,1100,1621714804439755086
10.1.1.2:4242,14600,0,1621714804439825647
10.1.1.2:4242,14600,0,1621714804439901027
10.1.1.2:4242,14600,0,1621714804440535969
10.1.1.2:4242,14600,0,1621714804440664442
10.1.1.2:4242,14600,0,1621714804440788338
10.1.1.2:4242,14600,0,1621714804440989259
10.1.1.2:4242,14600,0,1621714804441112766
10.1.1.2:4242,14600,0,1621714804441204852
10.1.1.2:4242,14600,0,1621714804441281330
10.1.1.2:4242,14600,0,1621714804441844846
10.1.1.2:4242,16060,1785,1621714804471097204
10.1.1.2:4242,16060,11235,1621714804474880132
10.1.1.2:4242,30660,10410,1621714804479709979
10.1.1.2:4242,11680,10330,1621714804702421044
10.1.1.2:4242,11680,8980,1621714804702495316
10.1.1.2:4242,11680,7630,1621714804702564288
10.1.1.2:4242,11680,6280,1621714804702647460
10.1.1.2:4242,11680,4930,1621714804702731136
10.1.1.2:4242,11680,3580,1621714804702795488
10.1.1.2:4242,11680,2230,1621714804702851669
10.1.1.2:4242,11680,880,1621714804702906106
10.1.1.2:4242,11680,0,1621714804702965230
10.1.1.2:4242,16060,14710,1621714804703025569
10.1.1.2:4242,16060,13360,1621714804703082613
10.1.1.2:4242,16060,12010,1621714804703152235
10.1.1.2:4242,16060,10660,1621714804703221055
10.1.1.2:4242,16060,9310,1621714804703284928
10.1.1.2:4242,16060,7960,1621714804703344643
10.1.1.2:4242,16060,6610,1621714804703400833
10.1.1.2:4242,16060,5260,1621714804703455627
10.1.1.2:4242,16060,3910,1621714804703522960
10.1.1.2:4242,16060,2560,1621714804703588393
10.1.1.2:4242,16060,1210,1621714804703660635
10.1.1.2:4242,16060,0,1621714804703733993
10.1.1.2:4242,11680,0,1621714804733242092
10.1.1.2:4242,11680,0,1621714804733440272
10.1.1.2:4242,11680,0,1621714804733522475
10.1.1.2:4242,11680,0,1621714804734071852
10.1.1.2:4242,11680,0,1621714804734707628
10.1.1.2:4242,11680,0,1621714804734911582
10.1.1.2:4242,11680,0,1621714804734995991
10.1.1.2:4242,11680,0,1621714804735037349
10.1.1.2:4242,13140,990,1621714804735117613
10.1.1.2:4242,13140,0,1621714804735182365
10.1.1.2:4242,13140,0,1621714804735274042
10.1.1.2:4242,13140,0,1621714804735703657
10.1.1.2:4242,16060,0,1621714804744080261
10.1.1.2:4242,16060,0,1621714804744970192
10.1.1.2:4242,17520,1320,1621714804753852304
10.1.1.2:4242,17520,0,1621714804753922310
10.1.1.2:4242,18980,1430,1621714804753998304
10.1.1.2:4242,18980,80,1621714804754063859
10.1.1.2:4242,18980,0,1621714804754120908
10.1.1.2:4242,20440,190,1621714804754194013
10.1.1.2:4242,20440,0,1621714804754261376
10.1.1.2:4242,21900,300,1621714804754604672
10.1.1.2:4242,21900,0,1621714804754678404
10.1.1.2:4242,23360,410,1621714804755398826
10.1.1.2:4242,23360,0,1621714804755466537
10.1.1.2:4242,24820,520,1621714804755556521
10.1.1.2:4242,24820,0,1621714804755650847
10.1.1.2:4242,26280,630,1621714804755754155
10.1.1.2:4242,26280,0,1621714804755824686
10.1.1.2:4242,27740,740,1621714804755907122
10.1.1.2:4242,27740,0,1621714804755970068
10.1.1.2:4242,29200,850,1621714804756051533
10.1.1.2:4242,29200,0,1621714804756118137
10.1.1.2:4242,30660,960,1621714804756201843
10.1.1.2:4242,30660,0,1621714804756268990
10.1.1.2:4242,32120,1070,1621714804756344952
10.1.1.2:4242,32120,0,1621714804756412941
10.1.1.2:4242,33580,1180,1621714804756507767
10.1.1.2:4242,33580,0,1621714804756574539
10.1.1.2:4242,13140,0,1621714804764692439
10.1.1.2:4242,13140,0,1621714804764861588
10.1.1.2:4242,13140,0,1621714804764981063
10.1.1.2:4242,13140,0,1621714804765461677
10.1.1.2:4242,13140,0,1621714804765809990
10.1.1.2:4242,13140,0,1621714804765928062
10.1.1.2:4242,14600,1100,1621714804766019549
10.1.1.2:4242,14600,0,1621714804766084550
10.1.1.2:4242,14600,0,1621714804766164682
10.1.1.2:4242,14600,0,1621714804766606988
10.1.1.2:4242,14600,0,1621714804766770217
10.1.1.2:4242,14600,0,1621714804796911042
10.1.1.2:4242,14600,0,1621714804797209298
10.1.1.2:4242,14600,0,1621714804797857853
10.1.1.2:4242,14600,0,1621714804798657911
10.1.1.2:4242,14600,0,1621714804799130732
10.1.1.2:4242,14600,0,1621714804799659658
10.1.1.2:4242,14600,0,1621714804799703329
10.1.1.2:4242,16060,1210,1621714804800525129
10.1.1.2:4242,16060,0,1621714804800594370
10.1.1.2:4242,16060,1176,1621714804800796923
10.1.1.2:4242,36500,5450,1621714804804881745
10.1.1.2:4242,16060,16026,1621714804832045261
10.1.1.2:4242,11680,10330,1621714812450792130
10.1.1.2:4242,11680,8980,1621714812450873923
10.1.1.2:4242,11680,7630,1621714812450956833
10.1.1.2:4242,11680,6280,1621714812451032294
10.1.1.2:4242,11680,4930,1621714812451105060
10.1.1.2:4242,11680,3580,1621714812451167866
10.1.1.2:4242,11680,2230,1621714812451224124
10.1.1.2:4242,11680,880,1621714812451286424
10.1.1.2:4242,11680,0,1621714812451358315
10.1.1.2:4242,11680,10330,1621714812451419799
10.1.1.2:4242,11680,8980,1621714812451498744
10.1.1.2:4242,11680,7630,1621714812451573598
10.1.1.2:4242,11680,6280,1621714812451639550
10.1.1.2:4242,11680,4930,1621714812451696528
10.1.1.2:4242,11680,3580,1621714812451756127
10.1.1.2:4242,11680,2230,1621714812451823361
10.1.1.2:4242,11680,880,1621714812451885679
10.1.1.2:4242,11680,0,1621714812451946305
10.1.1.2:4242,11680,0,1621714812482417398
10.1.1.2:4242,11680,0,1621714812482600100
10.1.1.2:4242,11680,0,1621714812483552163
10.1.1.2:4242,11680,0,1621714812483750812
10.1.1.2:4242,13140,990,1621714812483862506
10.1.1.2:4242,13140,0,1621714812483961012
10.1.1.2:4242,13140,0,1621714812484004133
10.1.1.2:4242,13140,0,1621714812484082737
10.1.1.2:4242,13140,0,1621714812484168899
10.1.1.2:4242,13140,0,1621714812484256997
10.1.1.2:4242,13140,0,1621714812484335476
10.1.1.2:4242,13140,990,1621714812502146607
10.1.1.2:4242,13140,0,1621714812502223862
10.1.1.2:4242,14600,1100,1621714812502946706
10.1.1.2:4242,14600,0,1621714812503020501
10.1.1.2:4242,16060,1210,1621714812503634460
10.1.1.2:4242,16060,0,1621714812503705251
10.1.1.2:4242,17520,1320,1621714812503853417
10.1.1.2:4242,17520,0,1621714812503916785
10.1.1.2:4242,18980,1430,1621714812503991461
10.1.1.2:4242,18980,80,1621714812504058366
10.1.1.2:4242,18980,0,1621714812504132133
10.1.1.2:4242,20440,190,1621714812504220531
10.1.1.2:4242,20440,0,1621714812504280163
10.1.1.2:4242,21900,300,1621714812504365655
10.1.1.2:4242,21900,0,1621714812504428428
10.1.1.2:4242,23360,410,1621714812504508954
10.1.1.2:4242,23360,0,1621714812504583283
10.1.1.2:4242,24820,1782,1621714812504642548
10.1.1.2:4242,13140,10440,1621714812515815637
10.1.1.2:4242,30660,13022,1621714812554323854
10.1.1.2:4242,11680,10330,1621714815274226602
10.1.1.2:4242,11680,8980,1621714815274415687
10.1.1.2:4242,11680,7630,1621714815274483679
10.1.1.2:4242,11680,6280,1621714815274557795
10.1.1.2:4242,11680,4930,1621714815274639006
10.1.1.2:4242,11680,3580,1621714815274713091
10.1.1.2:4242,11680,2230,1621714815274783053
10.1.1.2:4242,11680,880,1621714815274862358
10.1.1.2:4242,11680,0,1621714815274935711
10.1.1.2:4242,11680,10330,1621714815275008686
10.1.1.2:4242,11680,8980,1621714815275080788
10.1.1.2:4242,11680,7630,1621714815275153970
10.1.1.2:4242,11680,6280,1621714815275211711
10.1.1.2:4242,11680,4930,1621714815275266865
10.1.1.2:4242,11680,3580,1621714815275324791
10.1.1.2:4242,11680,2230,1621714815275379574
10.1.1.2:4242,11680,880,1621714815275447674
10.1.1.2:4242,11680,0,1621714815275510333
10.1.1.2:4242,13140,990,1621714815305293456
10.1.1.2:4242,13140,0,1621714815305357587
10.1.1.2:4242,13140,0,1621714815305451379
10.1.1.2:4242,13140,0,1621714815305545125
10.1.1.2:4242,13140,0,1621714815305627119
10.1.1.2:4242,13140,0,1621714815306371598
10.1.1.2:4242,13140,0,1621714815306414211
10.1.1.2:4242,14600,5150,1621714815326725872
10.1.1.2:4242,11680,10330,1621714821545233926
10.1.1.2:4242,11680,8980,1621714821545308793
10.1.1.2:4242,11680,7630,1621714821545374450
10.1.1.2:4242,11680,6280,1621714821545435125
10.1.1.2:4242,11680,4930,1621714821545491269
10.1.1.2:4242,11680,3580,1621714821545545978
10.1.1.2:4242,11680,2230,1621714821545610123
10.1.1.2:4242,11680,880,1621714821545683590
10.1.1.2:4242,11680,0,1621714821545758487
10.1.1.2:4242,11680,10330,1621714821545820302
10.1.1.2:4242,11680,8980,1621714821545880872
10.1.1.2:4242,11680,7630,1621714821545951256
10.1.1.2:4242,11680,6280,1621714821546023509
10.1.1.2:4242,11680,4930,1621714821546088143
10.1.1.2:4242,11680,3580,1621714821546144184
10.1.1.2:4242,11680,2230,1621714821546207348
10.1.1.2:4242,11680,880,1621714821546264228
10.1.1.2:4242,11680,0,1621714821546323168
10.1.1.2:4242,13140,990,1621714821576293484
10.1.1.2:4242,13140,0,1621714821576367759
10.1.1.2:4242,13140,0,1621714821576447413
10.1.1.2:4242,13140,0,1621714821576530149
10.1.1.2:4242,13140,0,1621714821576611739
10.1.1.2:4242,13140,0,1621714821576689028
10.1.1.2:4242,13140,0,1621714821577389337
10.1.1.2:4242,13140,0,1621714821577530374
10.1.1.2:4242,13140,0,1621714821577621840
10.1.1.2:4242,13140,0,1621714821577706288
10.1.1.2:4242,13140,0,1621714821578149343
10.1.1.2:4242,13140,990,1621714821596728271
10.1.1.2:4242,13140,0,1621714821596804638
10.1.1.2:4242,14600,1100,1621714821596898834
10.1.1.2:4242,14600,0,1621714821596977804
10.1.1.2:4242,16060,1210,1621714821597073435
10.1.1.2:4242,16060,0,1621714821597142134
10.1.1.2:4242,17520,1320,1621714821597219777
10.1.1.2:4242,17520,0,1621714821597277452
10.1.1.2:4242,18980,1430,1621714821597576437
10.1.1.2:4242,18980,80,1621714821597637398
10.1.1.2:4242,18980,0,1621714821597694454
10.1.1.2:4242,20440,190,1621714821597781459
10.1.1.2:4242,20440,0,1621714821597858806
10.1.1.2:4242,21900,300,1621714821597950344
10.1.1.2:4242,21900,0,1621714821598017902
10.1.1.2:4242,23360,410,1621714821598102911
10.1.1.2:4242,23360,0,1621714821598162198
10.1.1.2:4242,24820,520,1621714821598236846
10.1.1.2:4242,24820,0,1621714821598298093
10.1.1.2:4242,14600,1100,1621714821607160027
10.1.1.2:4242,14600,0,1621714821607225001
10.1.1.2:4242,14600,0,1621714821607854654
10.1.1.2:4242,14600,0,1621714821608354130
10.1.1.2:4242,14600,0,1621714821608450917
10.1.1.2:4242,14600,0,1621714821608544950
10.1.1.2:4242,14600,0,1621714821608633941
10.1.1.2:4242,14600,0,1621714821608720203
10.1.1.2:4242,14600,0,1621714821608805790
10.1.1.2:4242,14600,0,1621714821609132715
10.1.1.2:4242,14600,0,1621714821609284310
10.1.1.2:4242,16060,1210,1621714821639340749
10.1.1.2:4242,16060,0,1621714821639408448
10.1.1.2:4242,16060,0,1621714821640668153
10.1.1.2:4242,16060,0,1621714821642986203
10.1.1.2:4242,16060,604,1621714821644153661
10.1.1.2:4242,16060,7354,1621714821646787019
10.1.1.2:4242,30660,10410,1621714821649148222
10.1.1.2:4242,16060,14104,1621714821671924500
10.1.1.2:4242,33580,33580,1621714821682136978
10.1.1.2:4242,11680,10330,1621714825385027439
10.1.1.2:4242,11680,8980,1621714825385205925
10.1.1.2:4242,11680,7630,1621714825385282103
10.1.1.2:4242,11680,6280,1621714825385355734
10.1.1.2:4242,11680,4930,1621714825385426915
10.1.1.2:4242,11680,3580,1621714825385499379
10.1.1.2:4242,11680,2230,1621714825385573297
10.1.1.2:4242,11680,880,1621714825385647998
10.1.1.2:4242,11680,0,1621714825385719457
10.1.1.2:4242,11680,10330,1621714825385788155
10.1.1.2:4242,11680,8980,1621714825385850667
10.1.1.2:4242,11680,7630,1621714825385916857
10.1.1.2:4242,11680,6280,1621714825385987433
10.1.1.2:4242,11680,4930,1621714825386053141
10.1.1.2:4242,11680,3580,1621714825386112675
10.1.1.2:4242,11680,2230,1621714825386177256
10.1.1.2:4242,11680,880,1621714825386248435
10.1.1.2:4242,11680,0,1621714825386315069
10.1.1.2:4242,11680,0,1621714825415919484
10.1.1.2:4242,11680,0,1621714825416101003
10.1.1.2:4242,13140,990,1621714825416199891
10.1.1.2:4242,13140,0,1621714825416275659
10.1.1.2:4242,13140,0,1621714825417037626
10.1.1.2:4242,13140,0,1621714825417281395
10.1.1.2:4242,13140,0,1621714825417398909
10.1.1.2:4242,13140,0,1621714825417481203
10.1.1.2:4242,13140,0,1621714825417556621
10.1.1.2:4242,13140,0,1621714825417630875
10.1.1.2:4242,13140,990,1621714825437154826
10.1.1.2:4242,13140,0,1621714825437235420
10.1.1.2:4242,14600,1100,1621714825437370988
10.1.1.2:4242,14600,0,1621714825437450450
10.1.1.2:4242,16060,1210,1621714825437530785
10.1.1.2:4242,16060,0,1621714825437589966
10.1.1.2:4242,17520,1320,1621714825437667446
10.1.1.2:4242,17520,0,1621714825437745342
10.1.1.2:4242,18980,1430,1621714825437839857
10.1.1.2:4242,18980,80,1621714825437908016
10.1.1.2:4242,18980,0,1621714825437965774
10.1.1.2:4242,20440,190,1621714825438039976
10.1.1.2:4242,20440,0,1621714825438101304
10.1.1.2:4242,21900,1388,1621714825438153435
10.1.1.2:4242,14600,5150,1621714825448407793
10.1.1.2:4242,14600,11900,1621714825449342494
10.1.1.2:4242,27740,15328,1621714825489650923
10.1.1.2:4242,11680,10330,1621714830457500504
10.1.1.2:4242,11680,8980,1621714830457582524
10.1.1.2:4242,11680,7630,1621714830457657015
10.1.1.2:4242,11680,6280,1621714830457731575
10.1.1.2:4242,11680,4930,1621714830457797076
10.1.1.2:4242,11680,3580,1621714830457853781
10.1.1.2:4242,11680,2230,1621714830457922488
10.1.1.2:4242,11680,880,1621714830457995041
10.1.1.2:4242,11680,0,1621714830458064617
10.1.1.2:4242,11680,10330,1621714830458135949
10.1.1.2:4242,11680,8980,1621714830458202250
10.1.1.2:4242,11680,7630,1621714830458281280
10.1.1.2:4242,11680,6280,1621714830458350390
10.1.1.2:4242,11680,4930,1621714830458419504
10.1.1.2:4242,11680,3580,1621714830458491730
10.1.1.2:4242,11680,2230,1621714830458564279
10.1.1.2:4242,11680,880,1621714830458629145
10.1.1.2:4242,11680,0,1621714830458700707
10.1.1.2:4242,11680,0,1621714830489072124
10.1.1.2:4242,11680,0,1621714830489326506
10.1.1.2:4242,11680,0,1621714830489410690
10.1.1.2:4242,11680,0,1621714830489505847
10.1.1.2:4242,11680,0,1621714830489605900
10.1.1.2:4242,11680,0,1621714830489717966
10.1.1.2:4242,11680,0,1621714830489904853
10.1.1.2:4242,13140,990,1621714830490007109
10.1.1.2:4242,13140,0,1621714830490075263
10.1.1.2:4242,13140,0,1621714830490168154
10.1.1.2:4242,13140,990,1621714830508949784
10.1.1.2:4242,13140,0,1621714830509020292
10.1.1.2:4242,14600,1100,1621714830509514188
10.1.1.2:4242,14600,0,1621714830509590709
10.1.1.2:4242,16060,1210,1621714830509736989
10.1.1.2:4242,16060,0,1621714830509809260
10.1.1.2:4242,17520,1320,1621714830509898947
10.1.1.2:4242,17520,0,1621714830509973486
10.1.1.2:4242,18980,1430,1621714830510492721
10.1.1.2:4242,18980,80,1621714830510567178
10.1.1.2:4242,18980,0,1621714830510629408
10.1.1.2:4242,20440,190,1621714830510718537
10.1.1.2:4242,20440,0,1621714830510784968
10.1.1.2:4242,21900,300,1621714830510863715
10.1.1.2:4242,21900,0,1621714830510922363
10.1.1.2:4242,23360,410,1621714830510995223
10.1.1.2:4242,23360,0,1621714830511056209
10.1.1.2:4242,24820,520,1621714830511136555
10.1.1.2:4242,24820,0,1621714830511199828
10.1.1.2:4242,13140,0,1621714830520374994
10.1.1.2:4242,13140,0,1621714830520660603
10.1.1.2:4242,13140,0,1621714830520745895
10.1.1.2:4242,13140,0,1621714830520863604
10.1.1.2:4242,13140,0,1621714830521461206
10.1.1.2:4242,13140,0,1621714830521563233
10.1.1.2:4242,13140,0,1621714830521648873
10.1.1.2:4242,14600,1100,1621714830521862442
10.1.1.2:4242,14600,0,1621714830521927188
10.1.1.2:4242,14600,0,1621714830521967055
10.1.1.2:4242,14600,0,1621714830522044916
10.1.1.2:4242,14600,0,1621714830522129712
10.1.1.2:4242,14600,0,1621714830551714399
10.1.1.2:4242,14600,0,1621714830551961810
10.1.1.2:4242,14600,0,1621714830552157493
10.1.1.2:4242,14600,0,1621714830552352262
10.1.1.2:4242,14600,0,1621714830553762570
10.1.1.2:4242,14600,0,1621714830553902726
10.1.1.2:4242,14600,0,1621714830554554457
10.1.1.2:4242,16060,1210,1621714830554715101
10.1.1.2:4242,16060,0,1621714830554784555
10.1.1.2:4242,16060,0,1621714830554872665
10.1.1.2:4242,16060,0,1621714830554916263
10.1.1.2:4242,16060,0,1621714830555046619
10.1.1.2:4242,16060,0,1621714830555203552
10.1.1.2:4242,26280,630,1621714830560167249
10.1.1.2:4242,26280,0,1621714830560251735
10.1.1.2:4242,27740,740,1621714830560443549
10.1.1.2:4242,27740,0,1621714830560510034
10.1.1.2:4242,29200,850,1621714830561067666
10.1.1.2:4242,29200,0,1621714830561140598
10.1.1.2:4242,30660,960,1621714830561239247
10.1.1.2:4242,30660,0,1621714830561307289
10.1.1.2:4242,32120,1070,1621714830561404019
10.1.1.2:4242,32120,0,1621714830561495903
10.1.1.2:4242,33580,1180,1621714830561599290
10.1.1.2:4242,33580,0,1621714830561672491
10.1.1.2:4242,35040,1290,1621714830561767777
10.1.1.2:4242,35040,0,1621714830561845458
10.1.1.2:4242,36500,1400,1621714830561931535
10.1.1.2:4242,36500,50,1621714830562004046
10.1.1.2:4242,36500,0,1621714830562066315
10.1.1.2:4242,37960,160,1621714830562156116
10.1.1.2:4242,37960,0,1621714830562220331
10.1.1.2:4242,39420,270,1621714830562294630
10.1.1.2:4242,39420,0,1621714830562364033
10.1.1.2:4242,40880,380,1621714830562442217
10.1.1.2:4242,40880,0,1621714830562511728
10.1.1.2:4242,42340,490,1621714830562595720
10.1.1.2:4242,42340,0,1621714830562661873
10.1.1.2:4242,43800,600,1621714830562748308
10.1.1.2:4242,43800,0,1621714830562807336
10.1.1.2:4242,45260,710,1621714830562890108
10.1.1.2:4242,45260,0,1621714830562948989
10.1.1.2:4242,46720,820,1621714830563024646
10.1.1.2:4242,46720,0,1621714830563101335
10.1.1.2:4242,48180,930,1621714830563189403
10.1.1.2:4242,48180,0,1621714830563257307
10.1.1.2:4242,49640,1040,1621714830563613233
10.1.1.2:4242,49640,0,1621714830563683961
10.1.1.2:4242,51100,1150,1621714830563800654
10.1.1.2:4242,51100,0,1621714830563873504
10.1.1.2:4242,52560,1260,1621714830564406482
10.1.1.2:4242,52560,0,1621714830564478299
10.1.1.2:4242,16060,0,1621714830582827864
10.1.1.2:4242,16060,0,1621714830583568531
10.1.1.2:4242,16060,0,1621714830583657429
10.1.1.2:4242,16060,0,1621714830583753329
10.1.1.2:4242,16060,0,1621714830584595673
10.1.1.2:4242,16060,0,1621714830584684890
10.1.1.2:4242,16060,0,1621714830585672535
10.1.1.2:4242,17520,1320,1621714830585773197
10.1.1.2:4242,17520,0,1621714830585848093
10.1.1.2:4242,17520,0,1621714830585939797
10.1.1.2:4242,17520,0,1621714830586025442
10.1.1.2:4242,17520,0,1621714830586508666
10.1.1.2:4242,17520,0,1621714830586659959
10.1.1.2:4242,54020,1370,1621714830611634717
10.1.1.2:4242,54020,20,1621714830611706559
10.1.1.2:4242,54020,0,1621714830611767658
10.1.1.2:4242,55480,130,1621714830611842677
10.1.1.2:4242,55480,0,1621714830611907361
10.1.1.2:4242,56940,240,1621714830611984614
10.1.1.2:4242,56940,0,1621714830612047038
10.1.1.2:4242,58400,350,1621714830612127170
10.1.1.2:4242,58400,0,1621714830612193886
10.1.1.2:4242,59860,460,1621714830612280742
10.1.1.2:4242,59860,0,1621714830612364005
10.1.1.2:4242,61320,570,1621714830612456431
10.1.1.2:4242,61320,0,1621714830612523599
10.1.1.2:4242,62780,680,1621714830612617811
10.1.1.2:4242,62780,0,1621714830612681833
10.1.1.2:4242,64240,790,1621714830612775599
10.1.1.2:4242,64240,0,1621714830612841407
10.1.1.2:4242,65700,900,1621714830612932348
10.1.1.2:4242,65700,0,1621714830613001533
10.1.1.2:4242,67160,1010,1621714830613388982
10.1.1.2:4242,67160,0,1621714830613459608
10.1.1.2:4242,68620,1120,1621714830613922971
10.1.1.2:4242,68620,0,1621714830613989200
10.1.1.2:4242,17520,0,1621714830614087088
10.1.1.2:4242,70080,1230,1621714830614182068
10.1.1.2:4242,70080,0,1621714830614250485
10.1.1.2:4242,71540,1340,1621714830614336347
10.1.1.2:4242,71540,0,1621714830614400340
10.1.1.2:4242,73000,1450,1621714830614494690
10.1.1.2:4242,73000,100,1621714830614556528
10.1.1.2:4242,73000,0,1621714830614620784
10.1.1.2:4242,74460,210,1621714830614704788
10.1.1.2:4242,74460,0,1621714830614770966
10.1.1.2:4242,17520,0,1621714830614864543
10.1.1.2:4242,75920,320,1621714830614946386
10.1.1.2:4242,75920,0,1621714830615014460
10.1.1.2:4242,17520,0,1621714830615102605
10.1.1.2:4242,77380,430,1621714830615198346
10.1.1.2:4242,77380,0,1621714830615257954
10.1.1.2:4242,17520,0,1621714830615336631
10.1.1.2:4242,78840,540,1621714830615421068
10.1.1.2:4242,78840,0,1621714830615496475
10.1.1.2:4242,80300,650,1621714830615585095
10.1.1.2:4242,80300,0,1621714830615644154
10.1.1.2:4242,81760,760,1621714830615724991
10.1.1.2:4242,81760,0,1621714830615802600
10.1.1.2:4242,17520,0,1621714830615885771
10.1.1.2:4242,17520,0,1621714830615932217
10.1.1.2:4242,17520,0,1621714830616010886
10.1.1.2:4242,83220,870,1621714830616097214
10.1.1.2:4242,83220,0,1621714830616166760
10.1.1.2:4242,84680,980,1621714830616252772
10.1.1.2:4242,84680,0,1621714830616316285
10.1.1.2:4242,86140,1090,1621714830616391173
10.1.1.2:4242,86140,0,1621714830616464253
10.1.1.2:4242,17520,0,1621714830616565453
10.1.1.2:4242,18980,1430,1621714830616676860
10.1.1.2:4242,18980,80,1621714830616743156
10.1.1.2:4242,18980,0,1621714830616805644
10.1.1.2:4242,87600,1200,1621714830616890870
10.1.1.2:4242,87600,0,1621714830616965360
10.1.1.2:4242,89060,1310,1621714830617051570
10.1.1.2:4242,89060,0,1621714830617137930
10.1.1.2:4242,90520,1420,1621714830617234941
10.1.1.2:4242,90520,70,1621714830617304345
10.1.1.2:4242,90520,0,1621714830617379302
10.1.1.2:4242,91980,180,1621714830617458425
10.1.1.2:4242,91980,0,1621714830617520067
10.1.1.2:4242,93440,290,1621714830617593451
10.1.1.2:4242,93440,0,1621714830617655034
10.1.1.2:4242,18980,0,1621714830617732862
10.1.1.2:4242,94900,400,1621714830617822313
10.1.1.2:4242,94900,0,1621714830617902562
10.1.1.2:4242,96360,510,1621714830617994454
10.1.1.2:4242,96360,0,1621714830618060506
10.1.1.2:4242,18980,0,1621714830618142602
10.1.1.2:4242,97820,620,1621714830618222705
10.1.1.2:4242,97820,0,1621714830618284637
10.1.1.2:4242,99280,730,1621714830618383169
10.1.1.2:4242,99280,0,1621714830618443747
10.1.1.2:4242,18980,0,1621714830618520767
10.1.1.2:4242,18980,0,1621714830618598369
10.1.1.2:4242,100740,840,1621714830618672665
10.1.1.2:4242,100740,0,1621714830618733958
10.1.1.2:4242,18980,0,1621714830618809522
10.1.1.2:4242,102200,950,1621714830618886916
10.1.1.2:4242,102200,0,1621714830618962268
10.1.1.2:4242,103660,1060,1621714830619039956
10.1.1.2:4242,103660,0,1621714830619108932
10.1.1.2:4242,105120,1170,1621714830619186889
10.1.1.2:4242,105120,0,1621714830619248169
10.1.1.2:4242,106580,1280,1621714830619329747
10.1.1.2:4242,106580,0,1621714830619388351
10.1.1.2:4242,108040,1390,1621714830619464380
